question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,correct_option,explanation,tags,source,status
CHM-0824,JAMB,Chemistry,Organic Chemistry,IUPAC nomenclature,medium,2023,,What is the IUPAC name for the compound CCl\(_4\)?,,Tetrahydrochloride,Tetrachloromethane,Carbon tetrachloride,Chloroform,B,CCl4 is named tetrachloromethane under IUPAC nomenclature (commonly called carbon tetrachloride).,jamb|2023,past-question,active
CHM-0825,JAMB,Chemistry,Physical Chemistry,Melting and boiling points,medium,2023,,Which of the following statements is true regarding the melting and boiling points of pure substances?,,The boiling point is always higher than the melting point,The melting point is always higher than the boiling point,The melting and boiling points are always the same for all substances,The melting and boiling points can vary depending on the substance,D,Melting and boiling points are characteristic physical properties that vary from substance to substance.,jamb|2023,past-question,active
CHM-0826,JAMB,Chemistry,Atomic Structure,Subatomic particles,medium,2023,,An element has an atomic number of 8 and a mass number of 16. How many neutrons does this element have?,,24,16,8,32,C,Neutrons = mass number - atomic number = 16-8 = 8.,jamb|2023,past-question,active
CHM-0827,JAMB,Chemistry,Physical Chemistry,Electrolytes,medium,2023,,Which of the following statements is true for strong electrolytes?,,They do not conduct electricity in the molten state,They completely dissociate into ions in solution,They are non-polar substances,They partially dissociate into ions in solution,B,Strong electrolytes completely dissociate into ions when dissolved in solution.,jamb|2023,past-question,active
CHM-0828,JAMB,Chemistry,Atomic Structure,Electron shells,medium,2023,,What is the maximum number of electrons that can occupy the second energy level (n=2)?,,2 electrons,18 electrons,8 electrons,32 electrons,C,The second energy level (n=2) can hold a maximum of 2n^2 = 8 electrons.,jamb|2023,past-question,active
CHM-0829,JAMB,Chemistry,Acids Bases and Salts,Indicators,medium,2023,,Which of the following is a common laboratory indicator for bases?,,Methyl orange,Phenolphthalein,Bromothymol blue,Litmus,B,"Phenolphthalein, colourless in acid and pink in base, is a common laboratory indicator for detecting bases/basic endpoints.",jamb|2023,past-question,active
CHM-0830,JAMB,Chemistry,Gas Laws,Graham's law of diffusion,medium,2024,,"At a given temperature and pressure, a gas X diffuses twice as fast as gas Y. It follows that",,Gas Y is two times as heavy as Gas X,Gas Y is four times as heavy as Gas X,Gas Y is monoatomic,Gas X is diatomic,B,"Since rate is inversely proportional to sqrt(mass), gas X diffusing twice as fast as Y means sqrt(My/Mx)=2, so My = 4Mx (gas Y is four times as heavy as gas X).",jamb|2024,past-question,active
CHM-0831,JAMB,Chemistry,Quantitative Chemistry,Mole concept,medium,2024,,The number of molecules of helium gas contained in 11.5g of the gas is,,1.73 x 10\(^{23}\),1.73 x 10\(^{22}\),1.73 x 10\(^{24}\),1.73 x 10\(^{21}\),C,Moles He = 11.5/4 = 2.875mol. Molecules = 2.875 x 6.02x10^23 = 1.73x10^24.,jamb|2024,past-question,active
CHM-0832,JAMB,Chemistry,Chemistry of Metals,Alloys,medium,2024,,"The constituents of Alnico are Aluminium, Nickel and",,Mg,Co,Mn,Cu,B,"Alnico is an alloy of aluminium, nickel, and cobalt.",jamb|2024,past-question,active
CHM-0833,JAMB,Chemistry,Chemistry of Metals,Noble metals,medium,2024,,"Silver and Gold are metals found as free uncombined elements in the earth's crust, which makes them to be referred to as",,corrosive metals,reactive metals,natural metals,noble metals,D,"Silver and gold, found uncombined in nature due to their low reactivity, are referred to as noble metals.",jamb|2024,past-question,active
CHM-0834,JAMB,Chemistry,Chemistry of Metals,Extraction of aluminium,hard,2024,,"In the extraction of Aluminium, the silica impurity is removed by",,electrolysis,filtration,reaction with H\(_2\)SO\(_4\),precipitation,B,"In aluminium extraction (Bayer process), after digestion with NaOH the silica remains dissolved as soluble sodium silicate while impurities settle out; the aluminium hydroxide is later separated from the silicate-containing solution by filtration.",jamb|2024,past-question,active
CHM-0835,JAMB,Chemistry,Organic Chemistry,Alkynes,medium,2024,,"When Calcium ethynide is decomposed by water, the gas produced is",,CO,H\(_2\),C\(_2\)H\(_2\),CH\(_4\),C,"Calcium ethynide (calcium carbide, CaC2) reacts with water to produce ethyne (acetylene) gas, C2H2.",jamb|2024,past-question,active
CHM-0836,JAMB,Chemistry,Petrochemicals,Fractional distillation,medium,2024,,The constituent of petroleum fraction used in surfacing road is,,petrol,diesel,lubricating oil,bitumen,D,"Bitumen, a heavy petroleum fraction, is used for surfacing roads.",jamb|2024,past-question,active
CHM-0837,JAMB,Chemistry,Petrochemicals,Fractional distillation,medium,2024,,"During the fractional distillation of crude oil, the fraction that distills at 200 - 250\(^0\) C is",,bitumen,diesel,kerosene,petrol,C,Kerosene typically distills in the 150-250 degrees C range during fractional distillation of crude oil.,jamb|2024,past-question,active
CHM-0838,JAMB,Chemistry,Organic Chemistry,Coal tar products,medium,2024,,A liquid hydrocarbon obtained from fractional distillation of coal tar that is used in the pharmaceutical industry is,,xylene,benzene,hexane,Toluene,B,"Benzene, obtained from coal tar distillation, is widely used as a solvent and starting material in the pharmaceutical industry.",jamb|2024,past-question,active
CHM-0839,JAMB,Chemistry,Quantitative Chemistry,Empirical and molecular formula,medium,2024,,"An organic compound contains 53.1% Carbon, 6.2% Hydrogen, 12.4% Nitrogen, and 28.3% Oxygen by mass. What is the molecular formula of the compound if its vapour density is 56.5? [ C =12, H = 1, N = 14, O = 16].",,C\(_5\)H\(_7\)NO\(_2\),C\(_5\)H\(_6\)NO\(_2\),C\(_3\)H\(_6\)NO\(_2\),C\(_3\)H\(_7\)NO\(_2\),A,"Empirical ratio C:H:N:O = (53.1/12):(6.2/1):(12.4/14):(28.3/16) = 4.425:6.2:0.886:1.769, dividing by 0.886 gives 5:7:1:2 (C5H7NO2, mass 113); molar mass = 2x56.5 = 113, matching the empirical formula exactly.",jamb|2024,past-question,active
CHM-0840,JAMB,Chemistry,Quantitative Chemistry,Vapour density,medium,2024,,"The empirical formula of an organic liquid hydrocarbon is XY. If the relative molar masses of X and Y are 72 and 6 respectively, it's vapour density is likely to be",,33,66,39,78,C,"Empirical mass XY = 72+6 = 78. With molecular formula equal to the empirical formula, molar mass = 78, giving vapour density = 78/2 = 39.",jamb|2024,past-question,active
CHM-0841,JAMB,Chemistry,Organic Chemistry,Protein tests,medium,2024,,Biuret test is a chemical test used for detecting the presence of,,carbohydrates,proteins,amines,alkanoates,B,"The Biuret test is used to detect the presence of proteins (peptide bonds), giving a violet/purple colour.",jamb|2024,past-question,active
CHM-0842,JAMB,Chemistry,Organic Chemistry,Alkyne combustion,hard,2024,,"A gas when mixed with oxygen, it produces a very hot and early controllable flame. What is the name of the flame and where is it used?",,Acetylene flame; miners' lamb,Oxy-ethylene ; hunters' torch,Oxy-ethylene flame; miners' lamb,Oxy-ethylene flame ; cutting and welding metals,D,"The oxy-acetylene flame, produced by burning a hydrocarbon gas with oxygen, generates intense heat and is widely used for cutting and welding metals.",jamb|2024,past-question,active
CHM-0843,JAMB,Chemistry,Organic Chemistry,Geometrical isomerism,medium,2024,,The number of geometrical isomers of butene are,,2,3,5,4,A,But-2-ene exhibits 2 geometrical (cis/trans) isomers due to restricted rotation around its C=C double bond.,jamb|2024,past-question,active
CHM-0844,JAMB,Chemistry,Organic Chemistry,Isomerism,medium,2024,,How many isomers has the organic compound represented by the formula C\(_3\)H\(_8\)O ?,,2,3,4,5,B,"C3H8O has 3 isomers: 1-propanol, 2-propanol, and methoxyethane (an ether).",jamb|2024,past-question,active
CHM-0845,JAMB,Chemistry,Organic Chemistry,Protein tests,medium,2024,,"When a few drops of Millon reagents is added to egg-white solution in a test tube, the white precipitate changes to",,orange,brick red,reddish brown,blue,B,"Millon's reagent added to a protein (egg white) solution and heated produces a brick-red colouration, a positive test for tyrosine-containing proteins.",jamb|2024,past-question,active
CHM-0846,JAMB,Chemistry,Quantitative Chemistry,Saturation and solubility,medium,2024,,If the solubility of KNO\(_3\) at 30\(^0\)C is 3.10 mol/dm\(^3\) a solution containing 303g/dm\(^3\) KNO\(_3\) is likely to be,,saturated,unsaturated,supersaturated,at saturation point,B,"Molar mass KNO3 = 39+14+48 = 101. Given concentration = 303/101 = 3.0mol/dm3, which is less than the solubility limit of 3.10mol/dm3, so the solution is unsaturated.",jamb|2024,past-question,active
CHM-0847,JAMB,Chemistry,Quantitative Chemistry,Solubility,medium,2024,,"127g of sodium chloride was dissolved in 1.0dm\(^3\) of distilled water at 25\(^0\)C . Determine the solubility in moldm\(^{-3}\) of sodium chloride at that temperature. [Na = 23, Cl = 35.5]",,1.0,2.0,2.2,4.1,C,"Molar mass NaCl = 58.5. Moles = 127/58.5 = 2.17mol; in 1.0dm3, solubility = 2.2mol/dm3.",jamb|2024,past-question,active
CHM-0848,JAMB,Chemistry,Electrochemistry,Faraday's laws,medium,2024,,The quantity of electricity required to deposit 180g of Ag from a molten silver trioxonitrate(V) is [Ag = 108],,1.08F,3.30F,1.67F,1.80F,C,"Moles Ag = 180/108 = 1.667mol. Since Ag+ + e- -> Ag (1 electron per Ag), 1.667 Faradays of electricity are required.",jamb|2024,past-question,active
CHM-0849,JAMB,Chemistry,Electrochemistry,Electroplating,medium,2024,,What would be the order of the electrolytic cell in an industry intending the production of silver plated spoons?,,Cathode is the spoon; anode is a silver rod; electrolyte is a soluble silver salt,Cathode is a silver rod; anode is the spoon; electrolyte is a soluble silver salt,Cathode is the spoon; anode is any rod; electrolyte is a soluble silver salt,Cathode is any rod; anode is the spoon; electrolyte is a soluble salt,A,"For electroplating a spoon with silver, the spoon is the cathode, a silver rod is the anode, and the electrolyte is a soluble silver salt solution.",jamb|2024,past-question,active
CHM-0850,JAMB,Chemistry,Chemical Combination,Ionic compound formulae,medium,2024,,The table above shows the formulae of some ions. In which of these compounds is the formula not correct?,,"Aluminiumtetraoxosulphate(VI), Al\(_2\)(SO\(_4\))\(_3\)","Calciumtrioxonitrate(V), Ca(NO\(_3\))\(_2\)","Iron(III)bromide, Fe\(_3\)Br","Potassiumsulphide, K\(_2\)S",C,"Iron(III) bromide should be FeBr3 (one Fe3+ needs three Br- ions for charge balance), not Fe3Br as listed.",jamb|2024,past-question,active
CHM-0851,JAMB,Chemistry,Acids Bases and Salts,pH calculations,medium,2024,,The pH of a 0.001 mol dm\(^{-3}\) of H\(_2\)SO\(_4\) is [Log\(_{10}\)2 = 0.3],,2.7,3.0,3.3,2.0,A,H2SO4 is diprotic: [H+] = 2x0.001 = 2x10^-3. pH = -log(2x10^-3) = 3-log(2) = 3-0.3 = 2.7.,jamb|2024,past-question,active
CHM-0852,JAMB,Chemistry,Acids Bases and Salts,Strong vs weak acids,medium,2024,,"Strong acids can be distinguished from weak acids by any of the following methods, EXCEPT",,Conductivity measurement,The use of litmus paper,Measurement of pH,Measurement of heat of reaction,B,"Litmus paper only shows whether a solution is acidic or basic, not the acid's strength; conductivity, pH, and heat of reaction measurements can all distinguish strong from weak acids.",jamb|2024,past-question,active
CHM-0853,JAMB,Chemistry,Inorganic Chemistry,Complex ion nomenclature,medium,2024,,The chemical formula for potassiumhexacyanoferrate(II) is,,[Fe(CN)\(_6\)]\(^{4-}\),K\(_3\)Fe(CN)\(_6\),Fe(CN)\(_6\),K\(_4\)Fe(CN)\(_6\),D,"Potassium hexacyanoferrate(II) has the formula K4[Fe(CN)6] (Fe2+ with six CN- ligands giving a -4 complex ion, balanced by four K+).",jamb|2024,past-question,active
CHM-0854,JAMB,Chemistry,Physical Chemistry,Gibbs free energy,medium,2024,,"For chemical reaction to be spontaneous, ∆G must be",,positive,negative,zero,equal to the enthalpy change,B,A reaction is spontaneous when its Gibbs free energy change (ΔG) is negative.,jamb|2024,past-question,active
CHM-0855,JAMB,Chemistry,Quantitative Chemistry,Combustion stoichiometry,medium,2024,,How many moles of CO\(_2\) are produced when ethanol is burnt with 6g of oxygen,,0.125,0.250,0.375,0.750,A,C2H5OH + 3O2 -> 2CO2 + 3H2O. Moles O2 = 6/32 = 0.1875mol; moles CO2 = (2/3)x0.1875 = 0.125mol.,jamb|2024,past-question,active
CHM-0856,JAMB,Chemistry,Physical Chemistry,Purification techniques,medium,2024,,Which of these is the most preferred separation technique for the isolation of solutes where the purity of the constituent is of utmost importance?,,sieving,Distillation,recrystallization,Precipitation,C,"Recrystallization is the preferred technique for isolating solutes at high purity, since impurities are left behind in the mother liquor.",jamb|2024,past-question,active
CHM-0857,JAMB,Chemistry,Water Chemistry,Hardness of water,medium,2024,,The ions responsible for permanent hardness in water are sulphates of,,Fe\(^{3+}\) and Mg\(^{2+}\),Ca\(^{2+}\) and Mg\(^{2+}\),Fe\(^{2+}\) and Fe\(^{3+}\),Na\(^{+}\) and Ca\(^{2+}\),B,Permanent hardness in water is caused by dissolved sulphates of calcium and magnesium.,jamb|2024,past-question,active
CHM-0858,JAMB,Chemistry,Environmental Chemistry,Water pollution,medium,2024,,One of the following is not a water pollutant?,,Inorganic fertilizers,Warm water affluent,Oxygen gas,Biodegradable waste,C,"Dissolved oxygen gas is beneficial and necessary for aquatic life, not a water pollutant, unlike fertilizers, warm effluent, or biodegradable waste.",jamb|2024,past-question,active
CHM-0859,JAMB,Chemistry,Physical Chemistry,Le Chatelier's principle,medium,2024,,"CuO\(_s\) + H\(_2\)(\(_g\)) ⇌ Cu\(_s\) + H\(_2\)O(\(_g\)) In the equation above, the effect of increased pressure on the equilibrium position is that",,the equilibrium is shifted to the left,the equilibrium is shifted to the right,there is no effect,more H\(_2\)\((g\)) is produced,C,"Since both sides of this equilibrium have equal moles of gas (1 mol H2 and 1 mol H2O), changing pressure has no effect on the equilibrium position.",jamb|2024,past-question,active
