question_id,exam_type,subject,topic,subtopic,difficulty,year,passage_id,question_text,image_url,option_a,option_b,option_c,option_d,option_e,correct_option,explanation,tags,source,status,source_pdf,source_page,pdf_question_number,needs_answer_key,needs_option_review,needs_image_review
MTH-1997-030,JAMB,Mathematics,Past Questions,,medium,1997,,"8 cm
5 cm
11 cm
10 cm
Find the volume of the prism above.",,,,,,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,44,30,yes,yes,no
MTH-1997-031,JAMB,Mathematics,Past Questions,,medium,1997,,"A cone with the sector angle of 450 is cut out of a
circle of radius r cm. find the base radius of the
cone.",,r/16cm,r/8cm,r/4cm,r/2cm,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,31,yes,no,no
MTH-1997-032,JAMB,Mathematics,Past Questions,,medium,1997,,"A point P moves so that it is equidistant from
points L and M. if LM is 16cm, find the distance of
P from LM when P is 10cm from L.",,12cm,10cm,8cm,6cm,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,32,yes,no,no
MTH-1997-033,JAMB,Mathematics,Past Questions,,medium,1997,,"The angle between the positive horizontal axis and
a given line is 1350. find the equation of the line if
it passes through the point (2, 3).",,x – y = 1,x + y = 1,x + y = 5 D x – y = 5,,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,33,yes,yes,no
MTH-1997-034,JAMB,Mathematics,Past Questions,,medium,1997,,"Find the distance between the point Q(4, 3) and the
point common to the lines 2x – y = 4 and x + y = 2",,3 10,3 5,26,13,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,34,yes,no,no
MTH-1997-035,JAMB,Mathematics,Past Questions,,medium,1997,,"The angle of elevation of a building from a
measuring instrument placed on the ground is 300.
if the building is 40m high, how far is the
instrument from the foot of the building?",,203m,403m,203m,403m,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,35,yes,no,no
MTH-1997-036,JAMB,Mathematics,Past Questions,,medium,1997,,"In a triangle XYZ, if <XYZ is 600, XY = 3cm and
YZ = 4cm, calculate the length of the side XZ.",,“23cm,“13cm,"2""5cm","2""3cm",,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,36,yes,no,no
MTH-1997-037,JAMB,Mathematics,Past Questions,,medium,1997,,"X
2 cm
5 cm
Z
150O
Y E
In the figure above, XYZ is a triangle with XY =
5cm, XZ = 2cm and XZ is produced to E making the
angle YZE = 1500. if the angle XYZ = è, calculate the
value of the sin è.",,3/5,½,2/5,1/5,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,37,yes,no,yes
MTH-1997-038,JAMB,Mathematics,Past Questions,,medium,1997,,"Differentiate 6x3-5x2+1
3x2",,2 + 2/3x3,2 + 1/6x,2-2/3x3,2-1/6x,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,38,yes,no,no
MTH-1997-039,JAMB,Mathematics,Past Questions,,medium,1997,,d/dx cos(3x2 – 2x) is equal to,,-sin(6x - 2),-sin(3x2 – 2x),(6x - 2) sin(3x2 – 2x),(6x - 2) sin (3x2 – 2x),,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,39,yes,no,no
MTH-1997-040,JAMB,Mathematics,Past Questions,,medium,1997,,"Find the gradient of the curve y = 2 x – 1/x at the
point x= 1",,0,1,2,3,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,40,yes,no,no
MTH-1997-041,JAMB,Mathematics,Past Questions,,medium,1997,,Integrate 1/x + cos x with respect to x.,,-1/x2 + sin x + k,1nx + sin x + k,1nx – sin x + k,-1/x2 – sin x + k,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,41,yes,no,no
MTH-1997-042,JAMB,Mathematics,Past Questions,,medium,1997,,"If y = x(x4 + x2 + 1), evaluate 1 dyx
-1",,11/12,11/16,5/6,,0,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,42,yes,yes,no
MTH-1997-043,JAMB,Mathematics,Past Questions,,medium,1997,,"Housing
69O Basic
60 O
Transport 50O
Oth ers
61O
Meal
The pie chart above shows the income of a civil
servant in a month. If his monthly income is #6000,
find his monthly basic salary.",,#2000,#2600,#3100,#3450,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,43,yes,no,yes
MTH-1997-044,JAMB,Mathematics,Past Questions,,medium,1997,,"In an examination, the result of a certain school is as
shown in the histogram above. How many candidates
did the school present?",,12,16,18,19,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,44,yes,no,no
MTH-1997-045,JAMB,Mathematics,Past Questions,,medium,1997,,"Age 20 25 30 35 40 45
No . of students 3 5 1 1 2 3
Find the median age of the frequency distribution in
the table above",,20,25,30,35,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,45,yes,no,no
MTH-1997-046,JAMB,Mathematics,Past Questions,,medium,1997,,"The following are the scores of ten students in a test
of 20 marks; 15,16,17,13,16,8,5,16,19,17. what is the
modal score?",,13,15,16,19,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,46,yes,no,no
MTH-1997-047,JAMB,Mathematics,Past Questions,,medium,1997,,"Find the standard deviation of the following data -
5,-4,-3,-2,-1,0,1,2,3,4,5",,2,3,10,11,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,47,yes,no,no
MTH-1997-048,JAMB,Mathematics,Past Questions,,medium,1997,,"Find the difference between the range and the variance
of the following set of numbers 4,9,6,3,2,8,10,5,6,7
where d2 = 60.",,2,3,4,6,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,45,48,yes,no,no
MTH-1997-049,JAMB,Mathematics,Past Questions,,medium,1997,,"In a basket of fruits, there are 6 grapes, 11 bananas
and 13 oranges. If one fruit is chosen at random,
what is the probability that the fruit is either a grape
or a banana?",,17/30,11/30,6/30,5/30,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,49,yes,no,no
MTH-1997-050,JAMB,Mathematics,Past Questions,,medium,1997,,"A number is selected at random between 10 and 20,
both numbers inclusive. Find the probability that the
numbers is an even number.",,5/11,½,6/11,7/10,,,,mathematics|jamb|1997|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,50,yes,no,no
MTH-1998-001,JAMB,Mathematics,Past Questions,,medium,1998,,"If 1011 + X , = 25 , solve for X
2 7 10",,14,20,24,25,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,1,yes,no,no
MTH-1998-002,JAMB,Mathematics,Past Questions,,medium,1998,,"Evaluate [1/0.03  1/0.024] -1, correct to 2 decimal
places",,3.76,1.25,0.94,0.75,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,2,yes,no,no
MTH-1998-003,JAMB,Mathematics,Past Questions,,medium,1998,,"If b3 = a-3 and c 1/3 = a1/2b, express in terms of
a",,a-1/2,a1/2,a3/2,a-2/3,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,3,yes,no,no
MTH-1998-004,JAMB,Mathematics,Past Questions,,medium,1998,,"Given that Log (y - 1) + Log (1/2x) = 1 and Log (y +
4 4 2",,,,,,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,4,yes,yes,no
MTH-1998-005,JAMB,Mathematics,Past Questions,,medium,1998,,Find the value of K if K/”3 + “2 = “3 - 2,,3,2,“3,“2,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,5,yes,no,no
MTH-1998-006,JAMB,Mathematics,Past Questions,,medium,1998,,"A market woman sells oils in cylindrical tins 10cm
deep and 6cm diameter at #15.00 each. If she bought
a full cylindrical jug 18cm deep and 10cm in diameter
for #50.00, how much did she make by selling all
the oil?",,#62.50,#35.00,#31.00,#25.00,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,6,yes,no,no
MTH-1998-007,JAMB,Mathematics,Past Questions,,medium,1998,,"A man is paid r naira per hour for normal work and
double rate for overtime. If he does a 35-hour week
which includes q hours of overtime, what is his
weekly earning in naira?",,r(35 + q),q(35r - q),q(35r + r),r(35r - q),,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,7,yes,no,no
MTH-1998-008,JAMB,Mathematics,Past Questions,,medium,1998,,"Given the universal set U = {1,2,3,4,5,6,} and the
sets P = {1,2,3,4,} Q = {3,4,5} and R = {2,4,6}. Find
PÈ(QÈR).",,{4},"{1,2,3,4}","{1,2,3,5,6}","{1,2,3,4,5,6}",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,8,yes,no,no
MTH-1998-009,JAMB,Mathematics,Past Questions,,medium,1998,,"P
Q
R
In the venn diagram above, the shaded region is",,(PÇQ)ÈR,(PÇQ)ÇR,(PÇQ’)ÇR,(PÇQ’)ÇR,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,9,yes,no,yes
MTH-1998-010,JAMB,Mathematics,Past Questions,,medium,1998,,"When the expression pm2 + qm + 1 is divided by (m
- 1), it has a remainder 2 and when divided by (m +",,,,,,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,10,yes,yes,no
MTH-1998-011,JAMB,Mathematics,Past Questions,,medium,1998,,Factorize r2 – r (2p + q) + 2pq,,(r – 2q)(2r - p),(r - q)(r + p),(r - q)(r – 2p),(2r - q)(r + p),,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,11,yes,no,no
MTH-1998-012,JAMB,Mathematics,Past Questions,,medium,1998,,Solve the equation x - (x - 2) – 1 = 0,,3/2,2/3,4/9,9/4,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,12,yes,no,no
MTH-1998-013,JAMB,Mathematics,Past Questions,,medium,1998,,"Find the range of values of m for which the roots of
the equation 3x2 – 3mx + (m2 – m - 3) = 0",,-1<m<7,-2<m<6,-3<m<9,-4<m<8,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,13,yes,no,no
MTH-1998-014,JAMB,Mathematics,Past Questions,,medium,1998,,"Make a/x the subject of the formula
x + a/x – a = m",,m – 1/m + 1,1 + m/1 – m,1-m/1 + m,m + 1/m – 1,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,14,yes,no,no
MTH-1998-015,JAMB,Mathematics,Past Questions,,medium,1998,,Divide 2x3 + 11x2 + 17x + 6 by 2x + 1,,x2 + 5x + 6,2x2 + 5x + 6,2x2 – 5x + 6,x2 – 5x + 6,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,15,yes,no,no
MTH-1998-016,JAMB,Mathematics,Past Questions,,medium,1998,,"Express in partial fractions
11x + 2
6x2 – x – 1",,1/3x – 1 + 3/2x + 1,3/3x + 1 – 1/2x – 1,3/3x – 1 – 1/2x + 1,1/3x + 1 + 3/2x- 1,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,16,yes,no,no
MTH-1998-017,JAMB,Mathematics,Past Questions,,medium,1998,,"If x is a positive real number, find the range of values
for which
1/3x + ½ > 1/4x",,x> - 1/6,x>0,0<x<4,0<x<1/6,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,17,yes,no,no
MTH-1998-018,JAMB,Mathematics,Past Questions,,medium,1998,,"y
(0, 3)
(2, 0) x
The shaded area above represents",,"x0, 3y + 2x  6","x 0, y3, 3x + 2y 6","x  2, y 0, 3x + 2y6","x  0, y 0, 3x + 2y6",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,46,18,yes,no,no
MTH-1998-019,JAMB,Mathematics,Past Questions,,medium,1998,,"If p + 1, 2p – 10 ,1 – 4p2 are the consecutive terms of
an arithmetic progression, find the possible values
of p.",,"-4, 2","–2, 4/11","–11/4, 2","5, -3",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,19,yes,no,no
MTH-1998-020,JAMB,Mathematics,Past Questions,,medium,1998,,"The sum of the first three terms of a geometric
progression is half its sum to infinity. Find the
positive common ration of the progression.",,¼,½,"1/3""3","1/3""2",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,20,yes,no,no
MTH-1998-021,JAMB,Mathematics,Past Questions,,medium,1998,,"Ox p q r s
P r p r p
q p q r s
r r r r r
s q s r q
The identity element with respect to the multiplication
shown in the table above is",,p,q,r,s,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,21,yes,no,no
MTH-1998-022,JAMB,Mathematics,Past Questions,,medium,1998,,"The binary operation * is defined by x*y = xy – y – x
for all real values x and y x*3 = 2 * x, find x.",,-1,0,1,5,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,22,yes,no,no
MTH-1998-023,JAMB,Mathematics,Past Questions,,medium,1998,,"The determinant of matrix x, 1, 0
1-x, 2, 3
1, 1+ x, 4
in terms of x is",,-3x2 - 17,-3x2 + 9x – 1,3x2 + 17,3x2 – 9x + 5,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,23,yes,no,no
MTH-1998-024,JAMB,Mathematics,Past Questions,,medium,1998,,"Let I= 1 0. P= 2 3 Q= u, 4 + u
0 1 4 5 -2v, v
be 2 x 2 matrices such that PQ=1. find (u,v)",,"(-5/2, -1)","(-5/2, 3/2)","(–5/6,1)","(5/2, 2/3)",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,24,yes,no,no
MTH-1998-025,JAMB,Mathematics,Past Questions,,medium,1998,,"T
S
30O
35O
R
P
Q
In the diagram above, PR is a diameter of the circle
PQRS. PST and QRT are straight lined. Find Ð QSR.",,200,250,300,"350
R",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,25,yes,no,yes
MTH-1998-026,JAMB,Mathematics,Past Questions,,medium,1998,,"x
120O
130O
P Q
T
S
In the diagram above, PQ//ST and ÐPQR = 1200, ÐRST
= 1300. find the angle marked x.",,500,650,700,"800
P Q",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,26,yes,no,yes
MTH-1998-027,JAMB,Mathematics,Past Questions,,medium,1998,,"T 10cm S 8cm R
In the figure above, PQST is a parallelogram and TSR
is a straight line. If the area of QRS is 20cm2, find
the area of the trapezium PQRT.",,35cm2,65cm2,70cm2,"140cm2
X",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,27,yes,no,yes
MTH-1998-028,JAMB,Mathematics,Past Questions,,medium,1998,,"32O
R
Y
40O
T Q
TQ is tangent to circle XYTR. YXT = 320,
RTQ = 400. find YTR.",,1080,1210,1400,1480,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,28,yes,no,no
MTH-1998-029,JAMB,Mathematics,Past Questions,,medium,1998,,"A chord of a circle radius Ö3cm subtends an angle of
600 on the circumference of the circle. Find the length
of the chord.",,3/2 cm,3/2 cm,3 cm,3 cm,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,29,yes,no,no
MTH-1998-030,JAMB,Mathematics,Past Questions,,medium,1998,,"A cylindrical drum of diameter 56 cm contains 123.2
litres of oil when full. Find the height of the drum in
centimeters.",,12.5,25.0,45.0,50.0,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,30,yes,no,no
MTH-1998-031,JAMB,Mathematics,Past Questions,,medium,1998,,"The locus of all points at a distance 8 cm from a
point N passes through point T and S. if S is
equidistant from T and N , find the area of triangle
STN.",,43 cm2,163 cm2,32cm2,64 cm2,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,31,yes,no,no
MTH-1998-032,JAMB,Mathematics,Past Questions,,medium,1998,,"If the distance between the points (x, 3) and (-x, 2)
is 5. find x",,6.0,2.5,6,3,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,32,yes,no,no
MTH-1998-033,JAMB,Mathematics,Past Questions,,medium,1998,,"The midpoint of the segment of the line y = 4x + 3
which lies between the x-axis and the y-axis is",,"(-3/2, 3/2)","(-2/3, 3/2)","(3/8, 3/2)","(-3/8, 3/2)",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,33,yes,no,no
MTH-1998-034,JAMB,Mathematics,Past Questions,,medium,1998,,"Solve the equation
cos x + sin x = 1/cos x – sinx
for values of x such that 0  x < 2",,"/2, 3/2","/3, 2/3","0, /3","0, ",,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,47,34,yes,no,no
MTH-1998-035,JAMB,Mathematics,Past Questions,,medium,1998,,P,,,,,,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,48,35,yes,yes,no
MTH-1998-036,JAMB,Mathematics,Past Questions,,medium,1998,,"For what value of x does 6 sin (2x - 25)0 attain its
maximum value in the range 00 x  1800?
AC.. 1527 11// BD.. 321/
2 2
1471/
2 2",,,,,,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,48,36,yes,yes,no
MTH-1998-037,JAMB,Mathematics,Past Questions,,medium,1998,,"From the top of a vertical mast 150m high, two
huts on the same ground level are observed. One
due east and the other due west of the mast. Their
angles of depression are 600 and 450 respectively.
Find the distance between the huts.",,150 (1 + 3)m,50 (3 + 3)m,1503m,50/3m,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,48,37,yes,no,no
MTH-1998-038,JAMB,Mathematics,Past Questions,,medium,1998,,"If y = 243 (4x + 5)-2, find dy/dx when x = 1",,-8/3,3/8,9/8,–8/9,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,48,38,yes,no,no
MTH-1998-039,JAMB,Mathematics,Past Questions,,medium,1998,,Differentiate x/cos x with respect to x.,,1 + x sec x tan x,1 + sec2x,cos x + x tan x,sec x + x sec x tan x,,,,mathematics|jamb|1998|pdf|needs-answer,past-question,draft,C:\Users\Dell\Downloads\JAMB Mathematics Past Questions 1983 - 2004.pdf,48,39,yes,no,no
